latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2017-06-04,NaN,22.1,10.7,15.4,21.0,9.6,14.5,0.30,10.0
2017-06-05,NaN,22.5,11.0,15.9,21.5,9.1,15.1,0.00,12.8
2017-06-06,NaN,21.9,9.1,14.8,18.1,5.7,11.0,0.00,20.4
2017-06-07,NaN,19.5,8.9,13.8,16.5,5.8,10.7,0.00,18.6
2017-06-08,NaN,21.6,10.3,14.4,18.5,7.6,12.1,0.00,14.5
2017-06-09,NaN,22.4,12.9,16.9,20.9,12.3,16.1,0.70,14.4
2017-06-10,NaN,21.6,15.3,16.8,21.4,15.0,16.9,8.30,15.8
2017-06-11,NaN,19.8,13.5,16.2,21.0,12.8,16.5,6.20,16.1
2017-06-12,NaN,21.3,14.5,16.6,20.4,13.2,15.8,38.50,19.7
2017-06-13,NaN,17.9,14.8,16.3,17.4,13.3,15.3,8.10,22.1
2017-06-14,NaN,20.0,13.5,16.4,20.5,12.7,16.4,7.90,17.3
2017-06-15,NaN,21.7,15.2,17.6,20.8,15.1,17.6,0.20,19.9
2017-06-16,NaN,21.9,16.5,18.7,22.4,17.4,19.4,0.30,14.9
2017-06-17,NaN,22.6,13.3,17.5,25.1,12.5,17.7,0.30,13.1
2017-06-18,NaN,22.0,14.0,17.3,20.6,11.9,15.6,0.00,17.8
2017-06-19,NaN,21.3,13.8,17.2,19.9,12.3,15.9,0.00,22.4
2017-06-20,NaN,20.7,11.5,15.7,19.2,9.6,14.0,0.00,17.4
2017-06-21,NaN,21.3,12.4,15.7,20.6,11.0,14.9,0.00,11.2
2017-06-22,NaN,21.8,9.9,14.6,21.2,8.1,13.6,0.00,11.3
2017-06-23,NaN,22.0,10.0,15.2,21.7,8.8,14.5,0.00,11.4
2017-06-24,NaN,22.9,10.0,15.6,22.1,8.2,14.5,0.00,11.4
2017-06-25,NaN,22.2,11.0,15.7,22.9,9.8,15.6,0.00,10.2
2017-06-26,NaN,22.9,11.7,16.2,23.4,10.9,16.2,0.00,10.6
2017-06-27,NaN,21.2,12.5,16.3,20.8,12.3,16.3,0.20,11.4
2017-06-28,NaN,22.4,13.0,17.2,22.5,12.8,17.3,0.00,13.6
2017-06-29,NaN,23.7,13.8,18.0,23.3,13.8,18.2,9.20,14.3
2017-06-30,NaN,21.2,8.5,14.1,20.2,6.3,12.7,0.00,15.4
2017-07-01,NaN,18.9,7.6,12.0,17.3,4.7,9.8,0.00,12.8
2017-07-02,NaN,19.6,7.4,13.0,19.5,5.9,12.0,0.00,10.2
2017-07-03,NaN,20.2,11.7,15.7,20.5,11.7,15.9,0.00,11.0
2017-07-04,NaN,24.6,11.2,17.0,24.7,9.9,16.9,0.00,9.6
2017-07-05,NaN,25.3,12.5,17.9,24.8,10.0,17.4,3.20,16.5
2017-07-06,NaN,22.5,11.4,16.4,21.7,9.6,15.8,6.40,11.3
2017-07-07,NaN,18.3,9.8,14.5,19.8,7.2,14.2,13.30,12.8
2017-07-08,NaN,20.8,8.2,13.5,18.0,5.2,10.8,0.00,13.0
2017-07-09,NaN,19.9,9.1,13.4,18.4,6.5,11.6,0.00,11.3
2017-07-10,NaN,20.0,12.9,15.6,18.4,11.3,14.5,0.10,10.7
2017-07-11,NaN,20.7,9.7,13.9,20.2,7.3,12.5,0.00,11.7
2017-07-12,NaN,20.4,9.7,13.8,18.7,8.2,12.3,0.00,11.9
2017-07-13,NaN,19.7,8.7,13.8,18.5,6.8,12.7,0.10,11.6
2017-07-14,NaN,20.0,10.1,15.0,19.6,9.4,14.4,0.40,13.3
2017-07-15,NaN,23.4,12.7,16.5,22.8,12.7,16.7,7.10,13.5
2017-07-16,NaN,20.9,11.1,15.1,21.5,10.3,15.0,0.10,13.0
2017-07-17,NaN,21.9,12.5,16.7,22.2,12.5,17.2,0.20,11.3
2017-07-18,NaN,25.7,14.6,18.8,25.2,10.9,18.1,0.40,23.3
2017-07-19,NaN,19.1,10.4,14.6,12.7,6.6,9.7,0.00,31.8
2017-07-20,NaN,20.6,7.8,14.2,17.7,4.5,10.5,0.00,20.6
2017-07-21,NaN,20.7,7.5,12.8,18.4,4.6,10.2,0.00,11.6
2017-07-22,NaN,20.3,8.4,13.4,19.9,6.8,12.2,0.00,9.3
2017-07-23,NaN,22.7,8.3,14.7,20.1,5.2,12.0,0.00,14.8
2017-07-24,NaN,24.6,8.8,15.2,22.3,5.7,12.7,0.00,12.8
2017-07-25,NaN,23.0,7.8,14.0,21.0,4.7,11.6,0.00,11.5
2017-07-26,NaN,25.1,9.8,16.6,22.8,7.1,14.1,0.00,12.3
2017-07-27,NaN,22.5,9.9,15.0,21.2,8.3,13.9,0.00,14.1
2017-07-28,NaN,25.4,10.2,17.1,24.2,6.9,15.5,0.00,13.2
2017-07-29,NaN,23.3,6.6,14.7,22.5,5.2,13.6,0.00,12.8
2017-07-30,NaN,24.4,10.0,16.2,23.3,9.6,15.8,0.00,11.9
2017-07-31,NaN,24.7,12.0,17.4,25.5,9.2,16.1,0.00,17.6
2017-08-01,NaN,23.0,8.4,14.5,21.0,6.2,12.5,0.00,16.3
2017-08-02,NaN,21.4,9.5,14.8,20.2,7.6,13.4,0.00,11.9
2017-08-03,NaN,22.0,14.2,17.3,20.6,13.1,16.2,0.60,14.9
2017-08-04,NaN,22.8,11.0,16.0,19.7,7.9,12.9,0.00,18.8
2017-08-05,NaN,23.3,9.9,15.1,20.1,7.1,12.6,0.00,15.3
2017-08-06,NaN,23.6,14.3,17.8,23.6,14.2,18.2,0.30,15.2
2017-08-07,NaN,25.6,11.0,17.2,22.9,6.6,14.0,0.00,21.4
2017-08-08,NaN,22.5,8.6,15.0,17.8,5.3,11.0,0.00,21.7
2017-08-09,NaN,23.4,6.9,14.1,21.6,4.9,12.3,0.00,10.5
2017-08-10,NaN,23.5,10.7,16.3,22.2,10.4,15.3,0.00,17.1
2017-08-11,NaN,27.6,9.2,17.3,27.6,8.1,17.0,0.00,14.0
2017-08-12,NaN,29.3,12.4,19.0,26.3,10.2,17.7,0.00,12.1
2017-08-13,NaN,25.1,12.4,17.7,26.0,12.0,17.9,0.00,15.8
2017-08-14,NaN,26.2,11.5,17.6,24.8,8.4,16.1,0.00,12.6
2017-08-15,NaN,26.7,11.6,18.4,25.9,10.4,17.5,0.00,13.5
2017-08-16,NaN,31.8,16.8,22.9,30.0,15.9,21.9,0.00,17.0
2017-08-17,NaN,32.0,17.1,22.8,31.1,12.5,20.5,0.00,21.8
2017-08-18,NaN,25.2,12.1,18.4,19.8,5.9,12.8,0.00,31.9
2017-08-19,NaN,20.0,8.1,13.9,14.0,3.5,8.6,0.00,30.4
2017-08-20,NaN,22.0,8.3,14.1,18.4,5.7,11.7,0.00,14.5
2017-08-21,NaN,21.5,12.4,16.4,20.8,11.5,15.6,0.40,15.8
2017-08-22,NaN,24.8,12.2,17.8,25.7,11.4,17.8,0.20,16.9
2017-08-23,NaN,26.7,15.5,19.9,26.0,15.6,19.9,0.70,14.8
2017-08-24,NaN,26.0,12.3,17.3,25.1,10.1,16.0,2.70,16.0
2017-08-25,NaN,20.9,11.6,15.4,19.5,8.9,13.3,0.80,13.4
2017-08-26,NaN,23.3,10.3,15.8,22.0,9.0,14.7,0.00,14.8
2017-08-27,NaN,23.1,10.5,16.2,20.9,6.6,13.8,0.00,13.4
2017-08-28,NaN,21.8,7.7,14.4,18.2,4.3,11.5,0.00,20.1
2017-08-29,NaN,20.9,10.1,15.3,20.0,8.7,14.1,0.00,15.9
2017-08-30,NaN,25.2,10.0,16.7,21.7,7.3,13.5,0.00,20.5
2017-08-31,NaN,22.5,9.9,15.6,22.1,8.3,14.2,0.00,14.1
2017-09-01,NaN,23.7,10.8,16.1,22.8,9.4,14.8,0.00,17.5
2017-09-02,NaN,24.6,11.1,17.1,25.0,10.8,16.9,0.00,14.8
2017-09-03,NaN,27.5,14.0,19.9,27.0,13.5,19.2,0.00,22.5
2017-09-04,NaN,30.2,14.6,21.7,30.9,9.7,19.5,0.00,18.3
2017-09-05,NaN,26.9,12.8,19.2,22.9,8.5,14.8,0.00,19.8
2017-09-06,NaN,26.0,12.0,18.5,21.5,8.0,14.2,0.00,20.8
2017-09-07,NaN,27.2,11.8,18.0,24.2,7.9,15.0,0.00,17.1
2017-09-08,NaN,25.9,10.9,18.0,22.2,7.0,14.0,0.00,24.0
2017-09-09,NaN,24.7,9.8,16.5,23.7,7.5,14.7,0.00,17.2
2017-09-10,NaN,24.3,9.8,17.0,24.0,8.8,16.1,0.00,19.1
2017-09-11,NaN,26.2,11.9,18.9,26.9,12.0,18.6,0.00,20.6
2017-09-12,NaN,28.5,14.0,20.3,29.7,14.5,20.7,0.00,19.1
2017-09-13,NaN,27.8,18.2,21.9,29.5,15.1,21.5,0.00,29.2
2017-09-14,NaN,23.4,10.4,16.9,18.5,6.3,12.0,0.00,33.8
2017-09-15,NaN,23.8,10.6,16.3,22.9,8.1,14.1,0.00,15.8
2017-09-16,NaN,26.4,12.3,18.4,25.1,9.0,16.6,0.00,15.2
2017-09-17,NaN,23.5,13.0,18.0,23.0,12.5,17.3,0.20,18.7
2017-09-18,NaN,24.2,12.2,18.1,24.2,11.9,17.2,0.00,18.2
2017-09-19,NaN,28.9,14.0,20.5,29.4,13.8,20.4,0.00,19.4
2017-09-20,NaN,25.8,16.4,20.0,27.3,17.3,20.4,0.30,20.3
2017-09-21,NaN,24.7,16.3,20.6,25.7,17.2,21.0,0.30,19.7
2017-09-22,NaN,29.2,15.9,21.1,31.4,17.0,22.4,4.40,17.6
2017-09-23,NaN,30.0,16.8,22.2,32.4,17.2,23.1,0.00,18.3
2017-09-24,NaN,32.0,18.3,23.8,33.8,19.2,24.3,0.00,20.2
2017-09-25,NaN,33.9,19.4,25.1,35.1,20.7,25.8,0.00,21.3
2017-09-26,NaN,29.0,18.0,21.5,29.2,18.6,21.6,0.00,16.8
2017-09-27,NaN,25.6,17.9,21.3,27.2,19.2,22.5,0.20,16.9
2017-09-28,NaN,34.7,19.8,25.8,37.3,19.0,26.8,0.00,17.1
2017-09-29,NaN,36.9,19.1,26.0,36.0,19.5,26.1,0.00,16.6
2017-09-30,NaN,33.2,17.6,23.6,31.6,17.0,22.7,0.00,18.0
2017-10-01,NaN,24.9,17.3,19.8,23.3,18.3,19.5,8.50,21.3
2017-10-02,NaN,21.5,17.1,18.7,23.4,17.3,19.4,43.50,19.3
2017-10-03,NaN,24.2,17.6,20.2,26.5,19.5,22.4,2.90,12.6
2017-10-04,NaN,26.4,17.8,21.1,31.0,19.1,23.3,1.10,13.1
2017-10-05,NaN,28.3,18.0,22.1,33.9,20.7,24.8,0.10,14.8
2017-10-06,NaN,28.9,18.6,23.3,31.9,19.0,25.2,0.10,16.5
2017-10-07,NaN,23.6,18.0,20.5,24.5,19.2,21.7,0.40,13.7
2017-10-08,NaN,25.6,18.2,21.0,28.3,19.7,22.4,0.50,13.2
2017-10-09,NaN,29.3,21.1,24.3,33.7,22.9,27.3,0.20,11.7
2017-10-10,NaN,31.1,21.1,24.3,34.1,24.2,27.2,0.80,16.2
2017-10-11,NaN,27.8,20.2,23.3,32.3,22.4,25.5,2.60,19.5
2017-10-12,NaN,25.2,19.0,22.2,28.5,21.2,25.4,1.70,9.7
2017-10-13,NaN,28.0,20.0,22.7,31.0,22.2,25.5,3.60,14.2
2017-10-14,NaN,23.8,17.2,19.4,26.2,17.9,20.7,29.70,14.4
2017-10-15,NaN,21.6,17.5,18.6,21.6,17.3,18.7,32.60,23.4
2017-10-16,NaN,21.8,18.2,19.5,22.1,18.1,19.5,14.70,21.9
2017-10-17,NaN,21.0,19.1,19.4,20.9,19.1,19.5,9.90,21.7
2017-10-18,NaN,22.9,17.7,20.3,22.2,18.6,20.4,1.20,22.5
2017-10-19,NaN,23.3,16.7,20.0,23.3,18.6,21.0,0.90,18.3
2017-10-20,NaN,24.2,17.0,20.2,25.0,18.6,21.4,2.50,12.5
2017-10-21,NaN,20.1,13.0,15.7,20.4,11.8,15.5,25.70,12.5
2017-10-22,NaN,24.0,13.7,18.3,23.5,14.1,18.6,3.20,17.4
2017-10-23,NaN,22.7,13.1,17.2,26.0,13.4,18.3,4.60,10.2
2017-10-24,NaN,24.2,14.0,19.1,26.5,14.2,19.8,0.20,13.9
2017-10-25,NaN,26.9,15.5,20.8,30.0,15.6,21.4,0.00,19.4
2017-10-26,NaN,29.9,20.4,23.8,32.6,18.7,24.5,7.60,21.0
2017-10-27,NaN,29.6,16.7,22.4,29.1,18.2,23.3,0.00,22.8
2017-10-28,NaN,27.2,19.2,22.7,31.0,21.7,25.1,0.00,17.1
2017-10-29,NaN,29.7,20.0,24.3,35.0,22.9,27.9,0.10,12.7
2017-10-30,NaN,30.8,20.8,25.2,35.6,17.5,26.8,3.10,20.5
2017-10-31,NaN,29.4,18.2,21.9,29.4,19.5,22.4,0.40,18.4
2017-11-01,NaN,26.1,13.7,20.1,27.0,12.9,20.4,0.40,19.0
2017-11-02,NaN,27.2,16.4,21.6,29.4,18.1,23.2,0.00,17.9
2017-11-03,NaN,26.9,17.0,22.0,28.4,18.5,23.4,0.10,18.3
2017-11-04,NaN,28.7,20.0,23.0,33.1,22.2,25.4,0.90,16.3
2017-11-05,NaN,27.5,19.9,23.1,29.1,22.1,25.0,0.30,16.4
2017-11-06,NaN,26.5,19.6,23.2,27.6,21.7,24.8,1.90,20.8
2017-11-07,NaN,27.3,17.5,20.8,29.3,17.6,20.8,2.90,19.5
2017-11-08,NaN,23.7,13.3,18.1,22.9,11.8,16.8,1.50,20.4
2017-11-09,NaN,23.3,14.6,18.8,21.4,14.2,17.7,0.20,21.0
2017-11-10,NaN,23.4,15.2,19.2,21.9,14.7,18.4,0.60,20.8
2017-11-11,NaN,23.6,14.1,18.9,22.2,13.6,18.3,0.30,17.2
2017-11-12,NaN,24.3,14.0,19.2,23.5,13.5,18.5,0.10,19.1
2017-11-13,NaN,24.9,13.0,19.4,24.6,12.3,18.8,0.00,17.7
2017-11-14,NaN,25.9,15.3,20.4,26.5,15.7,20.8,0.10,15.6
2017-11-15,NaN,26.2,15.8,20.7,28.2,17.0,21.7,1.00,15.2
2017-11-16,NaN,26.4,16.7,21.5,29.1,18.1,22.3,0.40,16.3
2017-11-17,NaN,26.1,18.0,21.5,27.0,19.5,22.0,1.80,17.9
2017-11-18,NaN,20.3,15.6,17.9,21.9,16.1,18.9,33.50,12.8
2017-11-19,NaN,23.1,15.3,18.9,23.9,15.4,19.1,7.10,16.3
2017-11-20,NaN,24.3,15.4,19.4,23.7,15.8,19.3,2.10,19.3
2017-11-21,NaN,23.1,16.1,19.0,22.5,16.4,18.9,1.70,20.7
2017-11-22,NaN,23.3,15.1,19.3,22.7,15.2,19.4,0.50,15.8
2017-11-23,NaN,25.4,15.8,20.6,26.9,16.5,21.8,0.60,14.4
2017-11-24,NaN,26.4,17.4,21.7,29.7,18.6,23.6,2.10,14.8
2017-11-25,NaN,27.1,17.8,22.3,29.6,19.3,24.4,0.40,16.6
2017-11-26,NaN,27.7,19.2,22.8,31.1,21.5,25.1,0.70,18.3
2017-11-27,NaN,27.0,19.4,22.9,29.9,22.1,25.4,0.80,15.0
2017-11-28,NaN,27.9,21.3,23.5,31.2,24.2,26.4,2.90,14.1
2017-11-29,NaN,22.9,19.1,20.9,25.6,21.1,23.4,20.20,14.4
2017-11-30,NaN,25.1,20.2,22.2,27.3,22.2,24.6,10.40,17.6
2017-12-01,NaN,26.7,20.0,23.3,29.4,22.5,25.7,1.90,18.9
2017-12-02,NaN,27.0,21.5,23.9,29.3,24.7,26.3,3.20,20.0
2017-12-03,NaN,29.5,20.2,23.7,32.6,23.3,26.7,2.40,15.7
2017-12-04,NaN,26.2,17.7,20.8,28.5,19.1,22.9,16.20,16.5
2017-12-05,NaN,26.5,16.1,21.8,29.9,14.9,23.1,0.40,12.5
2017-12-06,NaN,30.2,16.2,22.8,30.0,14.9,22.8,0.00,17.4
2017-12-07,NaN,31.6,19.2,24.3,34.8,22.0,27.0,0.00,19.6
2017-12-08,NaN,31.0,19.4,24.6,36.7,20.7,27.4,3.20,15.1
2017-12-09,NaN,29.1,18.1,22.6,33.4,19.4,24.9,5.60,16.1
2017-12-10,NaN,27.0,17.6,22.3,28.5,18.7,23.3,0.70,22.0
2017-12-11,NaN,26.6,16.8,21.6,27.8,17.2,22.3,0.20,18.4
2017-12-12,NaN,27.6,17.7,22.2,28.8,18.7,23.3,0.10,20.5
2017-12-13,NaN,27.7,16.8,22.7,29.6,17.9,24.4,0.10,15.1
2017-12-14,NaN,28.2,18.2,23.1,31.3,20.6,25.4,0.00,15.0
2017-12-15,NaN,29.0,21.1,24.4,32.6,24.3,27.3,1.40,17.8
2017-12-16,NaN,29.2,21.1,24.7,33.0,23.5,27.2,0.40,16.7
2017-12-17,NaN,28.8,20.8,24.4,31.6,23.5,26.7,0.00,18.2
2017-12-18,NaN,28.7,19.4,23.8,31.7,21.1,25.7,0.00,15.0
2017-12-19,NaN,30.4,20.5,25.2,35.0,23.0,27.6,0.00,18.8
2017-12-20,NaN,31.7,21.2,25.9,36.2,23.9,28.2,0.00,22.1
2017-12-21,NaN,32.7,22.5,26.7,37.0,25.7,29.8,0.60,18.1
2017-12-22,NaN,29.1,21.3,24.9,33.2,24.7,28.2,3.40,13.9
2017-12-23,NaN,30.5,20.0,24.9,36.3,22.8,28.1,2.50,14.2
2017-12-24,NaN,32.1,21.1,26.1,36.9,23.6,28.7,0.00,17.9
2017-12-25,NaN,35.8,20.3,26.2,39.5,22.9,29.4,3.30,20.4
2017-12-26,NaN,28.8,20.7,23.3,31.8,22.7,25.8,8.40,17.6
2017-12-27,NaN,28.5,18.9,23.5,31.8,21.0,25.9,1.90,15.2
2017-12-28,NaN,27.9,21.4,24.4,32.1,25.1,28.0,1.50,13.2
2017-12-29,NaN,28.8,21.7,25.4,32.3,24.7,28.5,0.30,13.7
2017-12-30,NaN,32.0,23.1,26.9,36.1,27.6,30.7,6.00,16.9
2017-12-31,NaN,32.1,23.1,26.4,39.8,28.0,31.3,2.00,17.4
2018-01-01,NaN,31.2,22.1,26.3,39.1,26.3,31.4,1.80,16.4
2018-01-02,NaN,28.3,19.7,23.8,33.1,22.0,27.5,12.20,10.5
2018-01-03,NaN,30.1,19.6,24.3,36.8,21.9,27.5,3.80,11.5
2018-01-04,NaN,28.4,20.1,23.8,31.8,22.5,26.4,0.20,16.8
2018-01-05,NaN,27.4,19.3,23.6,32.1,21.5,26.4,1.10,13.4
2018-01-06,NaN,29.4,18.4,23.9,34.4,20.6,26.7,0.00,14.8
2018-01-07,NaN,30.1,20.1,24.6,35.6,22.7,27.5,0.00,16.2
2018-01-08,NaN,30.9,21.0,25.5,36.3,23.5,28.0,0.00,20.2
2018-01-09,NaN,31.0,20.8,25.4,35.5,23.8,28.0,0.00,20.7
2018-01-10,NaN,30.9,22.6,26.0,35.2,25.7,29.5,0.30,15.5
2018-01-11,NaN,30.8,21.3,25.8,35.3,24.6,29.1,0.00,14.0
2018-01-12,NaN,31.0,22.1,26.5,34.6,25.3,29.5,0.00,14.3
2018-01-13,NaN,36.3,26.1,29.8,41.7,28.5,33.3,0.00,21.9
2018-01-14,NaN,35.9,18.1,25.4,34.9,16.4,24.5,0.10,25.6
2018-01-15,NaN,29.9,17.4,22.7,32.1,17.3,22.6,0.20,25.4
2018-01-16,NaN,30.6,16.8,23.2,31.9,17.2,23.0,0.00,26.9
2018-01-17,NaN,29.5,17.6,23.2,32.0,18.0,24.1,0.00,17.8
2018-01-18,NaN,29.8,15.7,22.9,33.1,16.2,24.1,0.00,17.5
2018-01-19,NaN,31.2,16.6,23.8,33.9,16.8,25.2,0.00,14.4
2018-01-20,NaN,31.4,19.9,24.5,34.5,21.6,26.2,0.20,19.1
2018-01-21,NaN,30.2,20.5,24.9,31.3,22.9,27.0,0.20,14.2
2018-01-22,NaN,30.6,20.8,25.3,32.4,23.3,27.3,0.20,16.4
2018-01-23,NaN,31.0,21.9,26.0,33.7,25.5,28.8,1.00,18.5
2018-01-24,NaN,28.3,22.0,25.3,31.6,26.1,28.5,3.30,15.9
2018-01-25,NaN,30.8,22.2,26.2,34.4,26.3,29.8,0.30,17.6
2018-01-26,NaN,31.2,23.1,26.6,34.2,27.2,30.1,2.10,16.8
2018-01-27,NaN,30.8,22.1,25.9,34.5,25.1,28.8,4.60,19.2
2018-01-28,NaN,28.5,21.4,24.7,32.2,24.0,26.9,3.10,18.7
2018-01-29,NaN,28.5,20.6,24.8,29.5,22.6,26.3,0.30,19.9
2018-01-30,NaN,30.0,21.6,25.5,33.0,25.1,28.8,2.30,14.2
2018-01-31,NaN,34.4,21.3,26.2,38.3,22.4,28.5,0.60,17.3
2018-02-01,NaN,24.6,18.5,21.3,24.2,20.0,22.1,3.30,19.4
2018-02-02,NaN,20.4,18.0,18.7,21.6,19.0,20.2,9.30,12.2
2018-02-03,NaN,22.4,17.2,19.0,22.4,18.0,20.1,9.90,17.6
2018-02-04,NaN,26.1,17.4,21.6,26.0,18.1,21.9,0.50,22.7
2018-02-05,NaN,27.3,17.6,22.1,28.4,18.6,23.0,0.20,16.6
2018-02-06,NaN,27.9,17.3,22.3,28.7,17.7,22.8,0.10,18.4
2018-02-07,NaN,27.5,17.1,22.2,27.4,17.5,22.4,0.00,19.5
2018-02-08,NaN,27.3,16.9,22.1,27.4,17.7,22.8,0.00,18.9
2018-02-09,NaN,29.7,17.7,23.1,33.9,19.3,25.5,0.00,15.3
2018-02-10,NaN,32.1,19.8,25.3,37.6,22.5,28.1,0.00,14.8
2018-02-11,NaN,32.7,21.2,26.9,38.5,24.9,30.9,0.00,13.8
2018-02-12,NaN,32.8,24.2,27.5,38.2,29.1,32.2,0.00,12.7
2018-02-13,NaN,33.6,23.0,27.1,40.1,27.4,31.9,0.00,16.3
2018-02-14,NaN,34.7,25.1,29.0,43.0,26.0,33.3,0.00,15.3
2018-02-15,NaN,34.9,25.3,28.5,41.2,30.5,33.5,1.40,15.0
2018-02-16,NaN,33.3,22.5,26.5,38.9,26.1,30.8,10.30,17.4
2018-02-17,NaN,30.4,21.4,25.6,33.9,24.4,28.7,0.90,16.2
2018-02-18,NaN,31.7,19.7,24.9,36.0,22.0,27.8,0.40,15.0
2018-02-19,NaN,32.5,21.3,25.9,36.9,23.4,28.5,0.00,15.4
2018-02-20,NaN,28.8,21.6,24.3,29.5,22.9,25.0,3.60,22.0
2018-02-21,NaN,26.0,21.7,23.6,25.7,23.0,23.9,1.50,28.0
2018-02-22,NaN,25.9,20.9,22.5,26.3,23.1,24.7,59.10,18.9
2018-02-23,NaN,25.0,22.5,23.2,29.1,25.8,26.8,85.40,15.6
2018-02-24,NaN,26.4,21.6,24.0,31.1,25.5,28.2,10.10,13.1
2018-02-25,NaN,30.2,22.6,25.7,36.3,27.2,30.4,17.70,14.3
2018-02-26,NaN,30.8,21.1,24.8,37.1,23.5,28.7,18.90,15.9
2018-02-27,NaN,26.4,18.4,22.5,27.1,20.0,23.9,0.50,21.0
2018-02-28,NaN,27.6,19.2,23.4,30.5,21.5,25.9,0.00,13.5
2018-03-01,NaN,33.3,22.9,26.8,37.7,25.6,30.7,0.00,12.3
2018-03-02,NaN,28.5,22.7,25.2,31.7,27.3,28.8,0.60,13.7
2018-03-03,NaN,29.2,23.4,25.9,34.5,27.4,30.0,0.70,14.7
2018-03-04,NaN,32.3,22.6,26.4,38.4,26.1,31.0,4.10,10.8
2018-03-05,NaN,26.7,23.1,24.3,31.1,25.5,27.8,3.60,11.4
2018-03-06,NaN,22.9,18.5,20.2,24.8,19.9,22.0,12.20,15.4
2018-03-07,NaN,23.9,19.7,21.6,25.4,19.9,21.8,4.80,25.0
2018-03-08,NaN,25.2,19.1,21.9,23.8,19.8,22.0,0.50,24.9
2018-03-09,NaN,26.0,18.5,21.7,25.7,18.6,21.8,0.30,25.2
2018-03-10,NaN,25.5,18.1,21.0,24.8,18.2,21.3,1.10,21.9
2018-03-11,NaN,24.0,16.3,20.2,24.6,16.7,21.5,3.20,18.1
2018-03-12,NaN,26.9,17.9,22.0,28.6,19.0,23.4,0.10,14.8
2018-03-13,NaN,25.7,19.7,22.3,26.8,21.3,23.8,2.40,20.4
2018-03-14,NaN,26.6,19.1,22.4,25.7,20.2,23.0,0.30,26.4
2018-03-15,NaN,28.2,16.6,21.8,29.5,17.3,23.3,0.40,17.3
2018-03-16,NaN,29.3,18.6,23.0,32.7,20.2,25.5,0.00,13.3
2018-03-17,NaN,29.3,19.6,23.5,33.7,22.2,26.5,0.00,12.7
2018-03-18,NaN,29.6,21.9,24.8,33.5,26.0,28.8,0.20,13.2
2018-03-19,NaN,30.4,21.9,25.2,34.3,25.6,29.3,0.60,14.2
2018-03-20,NaN,28.5,21.0,23.9,31.7,22.7,26.0,1.00,19.1
2018-03-21,NaN,24.6,19.9,22.2,26.2,21.6,23.8,4.50,22.8
2018-03-22,NaN,26.5,18.7,21.8,26.6,20.4,23.1,1.70,21.3
2018-03-23,NaN,26.8,18.8,22.2,27.8,20.7,23.9,3.40,19.2
2018-03-24,NaN,27.1,18.6,22.5,29.2,20.3,24.5,0.20,15.2
2018-03-25,NaN,26.0,20.3,23.1,29.7,23.4,26.1,1.70,13.4
2018-03-26,NaN,29.2,21.4,24.6,34.8,24.7,28.7,3.20,11.9
2018-03-27,NaN,25.9,20.0,23.0,30.0,22.3,25.8,3.80,18.7
2018-03-28,NaN,29.4,20.3,23.8,31.1,21.7,25.4,1.30,18.0
2018-03-29,NaN,26.7,20.5,23.4,29.2,22.9,25.9,0.40,19.8
2018-03-30,NaN,27.1,20.1,23.3,29.2,22.4,26.0,1.40,16.2
2018-03-31,NaN,27.7,19.7,23.0,29.0,21.6,24.7,2.80,19.2
2018-04-01,NaN,26.6,20.2,23.1,28.4,23.2,25.9,3.60,15.2
2018-04-02,NaN,27.2,19.3,23.0,29.2,21.4,25.5,0.30,13.6
2018-04-03,NaN,26.9,20.2,22.6,27.9,21.5,23.7,1.70,20.0
2018-04-04,NaN,24.7,19.0,21.6,25.5,20.2,22.7,3.20,19.5
2018-04-05,NaN,26.3,17.9,21.7,26.1,18.6,22.2,0.10,20.7
2018-04-06,NaN,26.5,18.5,22.2,27.3,20.0,23.3,0.20,20.1
2018-04-07,NaN,26.9,16.8,21.6,28.2,17.7,22.7,0.00,16.0
2018-04-08,NaN,26.9,16.6,21.5,28.4,17.8,23.0,0.10,12.6
2018-04-09,NaN,27.5,16.6,21.2,31.6,17.7,23.2,0.00,11.7
2018-04-10,NaN,28.0,18.7,22.5,30.3,20.1,24.0,1.40,16.1
2018-04-11,NaN,26.1,18.7,21.9,25.1,19.2,22.1,0.10,18.5
2018-04-12,NaN,25.8,16.8,21.1,25.8,18.0,22.1,0.50,15.9
2018-04-13,NaN,26.5,18.2,21.9,27.5,19.7,23.0,0.50,19.3
2018-04-14,NaN,25.3,18.4,21.7,28.0,20.2,23.9,2.50,12.8
2018-04-15,NaN,31.2,17.8,23.8,33.1,16.2,24.5,0.00,13.0
2018-04-16,NaN,31.7,16.8,23.4,31.8,15.8,23.4,0.00,12.2
2018-04-17,NaN,29.3,18.8,22.9,30.8,20.2,23.9,0.20,20.1
2018-04-18,NaN,24.9,17.7,20.8,26.3,18.3,21.5,2.20,18.9
2018-04-19,NaN,26.0,18.3,21.6,26.5,20.8,23.5,5.30,16.4
2018-04-20,NaN,24.0,17.0,19.9,27.1,18.3,22.0,9.60,11.8
