latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2010-11-18,NaN,25.2,19.3,21.2,28.0,21.5,23.6,10.20,8.8
2010-11-19,NaN,25.3,19.5,21.6,27.9,19.4,22.2,2.00,24.0
2010-11-20,NaN,24.4,19.1,21.2,22.6,19.2,20.7,0.00,24.3
2010-11-21,NaN,22.4,17.9,20.3,21.5,18.0,20.0,0.70,20.4
2010-11-22,NaN,23.7,19.4,21.3,23.5,18.6,20.4,0.90,24.5
2010-11-23,NaN,23.3,18.7,20.9,22.1,19.2,20.6,1.60,24.0
2010-11-24,NaN,23.5,18.6,20.7,24.9,18.5,20.6,1.80,18.9
2010-11-25,NaN,23.3,18.2,20.9,22.3,18.8,20.9,0.70,19.8
2010-11-26,NaN,24.9,17.8,21.2,25.1,19.2,21.8,1.00,17.6
2010-11-27,NaN,24.3,18.8,21.4,24.0,20.0,21.6,0.30,17.8
2010-11-28,NaN,24.3,18.1,21.4,26.2,20.0,22.6,0.20,14.5
2010-11-29,NaN,26.1,19.8,22.4,28.3,22.2,24.4,1.40,14.2
2010-11-30,NaN,26.0,19.4,22.1,28.6,21.5,23.8,8.90,17.2
2010-12-01,NaN,23.3,20.4,21.0,24.9,22.4,23.4,17.10,12.7
2010-12-02,NaN,24.2,20.1,22.0,25.3,22.3,24.0,0.90,14.9
2010-12-03,NaN,22.9,19.6,20.9,24.5,21.5,22.6,9.60,13.8
2010-12-04,NaN,22.6,18.7,20.4,24.6,20.3,21.8,10.70,19.2
2010-12-05,NaN,23.7,19.2,21.4,27.8,21.1,23.6,19.20,15.5
2010-12-06,NaN,23.6,19.8,21.6,26.2,21.7,23.6,10.50,17.2
2010-12-07,NaN,26.1,20.8,22.6,30.2,23.6,25.2,8.30,18.1
2010-12-08,NaN,26.6,20.6,23.6,31.0,23.6,26.5,0.90,15.8
2010-12-09,NaN,26.7,20.9,23.8,30.3,24.0,26.5,0.80,14.9
2010-12-10,NaN,29.9,22.5,25.5,33.2,25.3,28.5,0.00,15.9
2010-12-11,NaN,28.6,21.4,24.0,33.1,25.4,28.3,43.00,12.0
2010-12-12,NaN,24.9,20.3,21.9,28.2,23.7,25.4,12.50,7.3
2010-12-13,NaN,27.6,20.6,23.7,31.5,22.9,26.3,0.70,16.0
2010-12-14,NaN,26.8,18.7,22.8,30.1,20.7,25.2,2.70,15.2
2010-12-15,NaN,29.1,21.4,24.8,35.1,25.3,28.5,0.00,13.7
2010-12-16,NaN,31.0,21.9,25.5,38.2,25.3,29.9,10.80,11.2
2010-12-17,NaN,35.3,22.8,27.2,41.1,25.1,31.1,6.10,11.2
2010-12-18,NaN,30.3,20.9,23.8,33.4,22.7,26.5,7.10,12.2
2010-12-19,NaN,23.0,17.6,19.4,22.8,17.7,20.9,37.70,20.8
2010-12-20,NaN,28.8,14.7,21.4,28.1,13.5,19.9,0.00,25.7
2010-12-21,NaN,26.0,18.9,22.3,27.2,19.9,23.1,0.40,16.4
2010-12-22,NaN,23.1,19.5,20.7,26.1,20.6,22.3,21.10,21.7
2010-12-23,NaN,26.2,21.6,23.7,29.3,24.3,26.5,2.10,22.5
2010-12-24,NaN,25.8,22.0,23.4,28.3,25.1,26.4,10.00,21.5
2010-12-25,NaN,26.1,21.7,23.3,29.6,25.6,27.1,16.10,11.9
2010-12-26,NaN,24.0,20.8,21.9,28.8,24.3,25.5,63.30,14.1
2010-12-27,NaN,25.5,20.7,22.3,31.3,22.4,25.2,67.50,22.1
2010-12-28,NaN,22.5,19.8,21.4,22.7,19.9,21.3,16.70,25.2
2010-12-29,NaN,25.2,18.0,22.1,27.5,18.4,22.8,0.00,18.9
2010-12-30,NaN,29.3,20.3,24.0,32.3,22.7,26.4,0.00,17.7
2010-12-31,NaN,28.3,20.9,23.6,30.2,22.1,24.9,0.00,19.5
2011-01-01,NaN,25.7,21.4,23.2,30.1,25.3,26.7,8.90,16.3
2011-01-02,NaN,28.1,20.8,24.6,33.2,24.5,28.7,0.10,12.3
2011-01-03,NaN,29.7,21.4,25.0,34.5,24.2,28.3,0.70,13.2
2011-01-04,NaN,28.8,20.6,24.2,33.0,23.6,27.2,2.60,13.4
2011-01-05,NaN,27.8,20.7,23.3,33.5,24.0,26.9,31.60,12.0
2011-01-06,NaN,22.1,18.8,20.5,25.4,20.9,22.8,32.40,16.6
2011-01-07,NaN,25.2,20.9,22.7,26.4,22.4,24.2,11.70,21.5
2011-01-08,NaN,26.9,21.9,23.8,28.0,24.6,26.0,19.70,21.6
2011-01-09,NaN,23.3,22.4,22.7,26.2,24.1,24.8,88.60,24.1
2011-01-10,NaN,24.3,23.2,23.6,26.9,25.4,26.2,92.50,25.2
2011-01-11,NaN,26.3,22.8,23.9,29.3,25.5,26.8,21.60,25.0
2011-01-12,NaN,27.4,21.8,24.3,31.3,24.5,26.9,5.10,19.2
2011-01-13,NaN,27.1,21.1,23.9,28.4,23.4,25.3,0.50,18.8
2011-01-14,NaN,26.5,20.7,23.4,28.2,23.1,25.0,0.30,17.7
2011-01-15,NaN,26.2,19.4,22.8,28.0,20.8,24.4,0.40,15.5
2011-01-16,NaN,28.5,18.4,23.3,30.5,20.5,25.4,0.00,16.1
2011-01-17,NaN,30.0,22.1,25.8,34.9,26.0,29.7,0.00,13.8
2011-01-18,NaN,33.5,23.9,26.8,39.8,28.9,31.9,5.10,12.9
2011-01-19,NaN,27.4,21.0,24.0,32.3,24.9,28.0,25.10,13.4
2011-01-20,NaN,28.1,20.7,23.4,32.6,22.4,25.5,6.20,20.5
2011-01-21,NaN,26.5,19.0,22.9,29.2,20.1,24.2,0.30,20.8
2011-01-22,NaN,25.9,19.0,22.4,27.3,19.7,22.9,0.90,20.6
2011-01-23,NaN,27.3,19.2,22.8,29.2,20.6,24.2,0.20,17.5
2011-01-24,NaN,27.8,20.5,23.8,31.9,22.7,26.1,0.00,12.8
2011-01-25,NaN,29.7,20.9,24.6,34.9,23.7,27.7,0.00,15.3
2011-01-26,NaN,28.6,21.1,24.3,33.6,24.0,27.4,0.00,14.1
2011-01-27,NaN,28.5,20.5,24.5,33.2,23.6,27.6,0.00,12.4
2011-01-28,NaN,28.7,21.7,24.9,31.5,22.3,26.3,0.00,21.3
2011-01-29,NaN,27.4,21.1,24.1,28.3,22.7,25.0,0.00,22.8
2011-01-30,NaN,26.6,21.2,24.1,28.3,24.4,26.3,0.00,19.1
2011-01-31,NaN,28.4,22.4,25.0,31.8,26.3,28.3,0.90,13.4
2011-02-01,NaN,30.2,24.2,26.3,35.3,29.3,31.0,0.80,16.6
2011-02-02,NaN,30.1,24.0,26.4,35.9,28.9,31.2,1.90,17.5
2011-02-03,NaN,29.2,23.9,26.1,34.4,28.5,30.4,0.90,14.5
2011-02-04,NaN,30.2,23.9,26.5,35.0,28.5,30.8,0.60,16.6
2011-02-05,NaN,29.7,24.3,26.9,34.2,29.8,31.6,1.60,17.3
2011-02-06,NaN,31.2,23.3,27.0,36.6,26.5,31.8,4.70,14.8
2011-02-07,NaN,26.8,21.9,24.4,28.6,24.0,26.3,3.80,23.8
2011-02-08,NaN,24.2,21.0,22.2,26.9,22.2,24.4,6.00,18.0
2011-02-09,NaN,26.8,20.2,23.5,26.9,21.8,24.0,0.30,20.4
2011-02-10,NaN,26.3,19.9,22.9,28.2,22.0,24.8,3.60,15.4
2011-02-11,NaN,26.9,19.6,23.2,30.1,22.1,25.9,0.70,10.5
2011-02-12,NaN,29.4,20.4,24.3,33.6,23.1,27.1,0.20,15.0
2011-02-13,NaN,28.3,21.7,24.8,32.8,24.5,27.8,1.90,16.8
2011-02-14,NaN,27.8,21.3,24.0,31.1,23.8,26.6,2.50,17.8
2011-02-15,NaN,26.1,21.0,23.5,29.0,23.6,26.1,2.20,14.6
2011-02-16,NaN,27.0,21.5,24.1,29.3,24.8,26.8,1.90,14.8
2011-02-17,NaN,27.9,21.3,24.4,33.2,24.3,27.7,1.50,13.8
2011-02-18,NaN,29.8,22.2,25.2,33.6,26.0,28.6,0.70,13.6
2011-02-19,NaN,28.3,21.1,25.2,32.3,24.8,29.0,0.30,11.3
2011-02-20,NaN,34.0,23.7,27.8,40.6,28.7,32.7,0.00,14.1
2011-02-21,NaN,34.4,22.4,26.3,41.6,23.6,30.2,12.10,24.7
2011-02-22,NaN,27.2,19.7,22.8,27.5,19.5,22.3,0.00,26.2
2011-02-23,NaN,24.9,19.4,21.7,24.1,20.2,21.9,0.10,23.0
2011-02-24,NaN,26.0,18.4,22.2,26.7,20.1,23.5,0.00,16.3
2011-02-25,NaN,26.3,19.8,23.3,28.9,22.7,25.5,0.00,12.2
2011-02-26,NaN,26.7,20.9,23.8,29.8,24.0,26.1,0.10,10.4
2011-02-27,NaN,29.3,20.7,24.6,33.2,23.8,27.3,0.00,13.0
2011-02-28,NaN,31.4,21.2,25.7,36.6,24.2,29.0,0.00,13.4
2011-03-01,NaN,33.4,22.0,26.8,38.2,26.1,31.0,2.50,13.8
2011-03-02,NaN,30.3,22.5,25.9,36.2,27.0,30.4,1.80,13.4
2011-03-03,NaN,31.9,23.4,26.3,37.3,27.6,31.0,17.00,14.3
2011-03-04,NaN,26.7,21.6,23.1,31.6,23.7,26.8,34.00,9.4
2011-03-05,NaN,24.0,20.0,22.0,25.9,18.6,22.0,3.40,23.5
2011-03-06,NaN,24.3,19.6,21.8,22.3,19.5,20.9,0.00,26.4
2011-03-07,NaN,25.0,18.6,21.5,24.3,19.9,21.8,1.00,19.5
2011-03-08,NaN,24.2,18.9,21.6,25.1,20.1,22.4,1.10,16.9
2011-03-09,NaN,25.7,18.3,22.2,26.8,20.3,23.9,0.10,13.0
2011-03-10,NaN,26.2,20.7,23.2,27.9,23.6,25.4,0.00,13.2
2011-03-11,NaN,26.2,21.2,23.5,28.7,23.9,25.8,0.40,14.4
2011-03-12,NaN,26.5,21.0,23.3,28.6,22.8,25.2,0.70,16.4
2011-03-13,NaN,26.3,20.9,23.1,29.9,23.7,25.7,5.70,16.3
2011-03-14,NaN,27.5,20.6,23.4,30.8,22.8,25.6,0.00,14.4
2011-03-15,NaN,27.1,20.4,23.4,29.3,23.2,26.0,0.00,12.4
2011-03-16,NaN,27.0,20.8,24.0,30.8,24.3,27.6,0.40,12.4
2011-03-17,NaN,27.7,21.9,24.1,32.5,25.9,27.9,2.60,11.6
2011-03-18,NaN,26.1,20.8,23.5,29.7,24.1,27.2,2.00,7.5
2011-03-19,NaN,22.5,20.6,21.3,25.8,23.0,23.8,38.90,14.7
2011-03-20,NaN,25.0,20.6,22.1,29.0,23.5,25.2,3.10,11.4
2011-03-21,NaN,28.5,22.6,25.4,33.3,26.9,30.1,1.00,7.2
2011-03-22,NaN,32.5,19.8,26.3,36.3,21.7,28.8,0.10,11.9
2011-03-23,NaN,31.3,19.1,25.1,32.4,20.1,26.2,0.00,17.0
2011-03-24,NaN,29.8,16.6,23.2,30.8,16.9,23.4,0.00,15.9
2011-03-25,NaN,28.8,18.7,23.2,28.8,18.7,23.1,0.10,15.5
2011-03-26,NaN,25.2,19.0,21.8,26.5,18.8,22.2,0.60,17.9
2011-03-27,NaN,24.2,18.3,21.1,23.1,18.5,21.0,0.30,23.0
2011-03-28,NaN,24.7,19.4,22.0,24.7,20.7,22.7,1.20,18.0
2011-03-29,NaN,25.3,19.6,22.0,25.1,21.5,23.1,3.50,18.2
2011-03-30,NaN,21.8,18.6,20.0,25.1,20.8,22.6,7.00,8.8
2011-03-31,NaN,25.7,18.9,21.8,28.7,20.4,23.7,2.80,12.4
2011-04-01,NaN,24.6,17.7,20.6,26.7,18.7,22.2,2.30,15.6
2011-04-02,NaN,26.6,18.2,21.5,30.3,19.2,23.4,1.90,16.3
2011-04-03,NaN,24.3,17.6,20.7,25.1,17.8,21.4,1.20,17.6
2011-04-04,NaN,24.2,18.0,20.8,23.9,17.9,20.5,0.30,18.1
2011-04-05,NaN,22.3,17.2,19.7,22.2,17.4,19.5,0.80,18.5
2011-04-06,NaN,23.5,17.1,19.9,22.9,16.8,19.4,0.10,18.8
2011-04-07,NaN,23.2,17.6,20.1,23.1,17.8,20.1,1.80,18.4
2011-04-08,NaN,22.7,16.7,19.9,23.1,16.7,20.3,0.50,17.2
2011-04-09,NaN,24.1,16.6,20.2,24.2,17.7,21.0,0.10,15.5
2011-04-10,NaN,24.4,17.2,20.8,26.7,18.7,22.3,0.10,11.2
2011-04-11,NaN,26.1,16.4,20.3,28.2,17.5,21.9,5.70,9.8
2011-04-12,NaN,24.3,14.0,19.2,25.6,13.7,19.8,0.00,9.3
2011-04-13,NaN,25.6,16.1,20.4,28.0,17.6,22.2,0.00,10.6
2011-04-14,NaN,27.5,16.7,21.6,28.7,18.5,23.7,0.00,10.5
2011-04-15,NaN,24.6,17.9,20.9,27.9,19.1,22.6,1.30,10.4
2011-04-16,NaN,21.9,17.0,18.7,23.9,17.5,19.8,4.00,10.2
2011-04-17,NaN,23.3,18.3,20.0,24.0,18.8,20.6,0.70,15.5
2011-04-18,NaN,21.9,18.0,19.6,23.0,18.9,20.6,3.20,15.3
2011-04-19,NaN,22.3,18.9,20.3,24.2,20.7,22.0,7.20,13.0
2011-04-20,NaN,24.9,18.9,21.4,26.5,20.8,23.3,0.20,12.4
2011-04-21,NaN,26.0,18.3,21.9,28.4,21.0,24.7,0.00,8.6
2011-04-22,NaN,26.2,18.0,21.5,30.8,20.3,24.5,0.90,9.8
2011-04-23,NaN,25.0,17.4,20.6,28.4,18.3,22.3,1.20,10.4
2011-04-24,NaN,23.9,17.6,20.4,25.1,18.2,21.3,0.80,11.8
2011-04-25,NaN,23.2,17.3,19.9,22.7,17.3,19.8,0.00,17.1
2011-04-26,NaN,22.6,16.7,18.8,21.7,16.3,18.3,2.10,21.8
2011-04-27,NaN,21.3,16.1,18.1,20.0,15.7,17.3,3.50,21.9
2011-04-28,NaN,21.0,16.0,18.2,20.8,15.9,18.0,1.50,16.3
2011-04-29,NaN,21.8,16.4,18.5,20.4,16.4,18.3,0.70,20.3
2011-04-30,NaN,23.0,14.2,18.5,22.6,14.0,18.5,0.20,16.5
2011-05-01,NaN,25.3,13.2,19.0,25.0,13.0,19.0,0.00,8.8
2011-05-02,NaN,24.6,15.5,19.5,26.3,16.6,20.8,0.00,11.2
2011-05-03,NaN,22.8,14.9,18.0,25.0,15.5,19.6,15.50,7.9
2011-05-04,NaN,21.6,13.9,18.0,21.9,13.3,18.2,0.10,11.3
2011-05-05,NaN,22.3,14.0,17.6,20.6,12.2,16.3,0.00,17.1
2011-05-06,NaN,22.2,11.9,17.2,22.1,11.5,17.0,0.00,10.1
2011-05-07,NaN,22.7,12.9,17.4,23.1,12.6,17.3,0.00,10.1
2011-05-08,NaN,22.7,15.2,18.5,23.1,15.9,18.7,4.90,12.0
2011-05-09,NaN,16.3,12.0,14.4,17.7,11.2,14.7,8.30,11.4
2011-05-10,NaN,20.9,10.0,15.3,18.8,7.9,14.0,0.00,14.3
2011-05-11,NaN,20.7,10.5,14.9,18.1,7.2,11.9,0.00,16.9
2011-05-12,NaN,19.2,9.1,14.1,15.7,6.5,11.2,0.00,21.5
2011-05-13,NaN,20.5,11.1,15.1,18.8,8.9,13.2,0.00,12.2
2011-05-14,NaN,20.6,10.9,14.8,18.5,7.4,12.5,0.00,14.1
2011-05-15,NaN,19.6,11.6,15.3,17.8,10.2,13.7,0.00,12.3
2011-05-16,NaN,20.4,11.1,15.8,19.7,10.2,15.3,0.30,11.7
2011-05-17,NaN,21.7,11.9,16.4,21.5,10.0,15.5,0.00,11.9
2011-05-18,NaN,20.8,14.1,16.8,19.3,13.5,16.1,0.10,15.2
2011-05-19,NaN,20.1,13.7,16.9,20.3,13.0,16.9,0.90,14.5
2011-05-20,NaN,20.7,14.2,17.0,20.4,14.4,17.2,1.60,12.0
2011-05-21,NaN,21.4,15.7,17.8,22.8,16.9,19.1,6.10,10.1
2011-05-22,NaN,19.9,14.7,17.6,22.5,15.0,19.0,1.40,8.0
2011-05-23,NaN,22.7,14.1,18.2,25.2,13.5,19.3,2.80,11.2
2011-05-24,NaN,21.0,11.6,15.8,19.1,8.5,13.1,0.00,21.5
2011-05-25,NaN,18.8,11.2,14.6,14.6,8.4,11.2,0.00,24.1
2011-05-26,NaN,20.5,8.6,14.2,18.7,7.1,12.9,0.00,12.1
2011-05-27,NaN,21.2,9.6,15.0,20.3,8.4,14.2,0.00,8.7
2011-05-28,NaN,20.6,13.8,16.6,20.1,13.8,16.3,0.00,12.6
2011-05-29,NaN,18.6,13.0,15.4,18.8,12.9,15.6,9.10,10.6
2011-05-30,NaN,18.2,9.0,13.5,18.9,7.7,13.1,0.20,8.4
2011-05-31,NaN,18.1,9.7,13.3,17.0,7.7,12.0,0.00,11.0
2011-06-01,NaN,17.5,12.2,14.6,17.6,11.1,14.0,0.40,11.0
2011-06-02,NaN,20.9,11.9,16.3,19.6,10.8,15.4,0.00,17.7
2011-06-03,NaN,22.4,9.2,15.5,21.9,7.6,15.0,0.00,7.9
2011-06-04,NaN,22.2,10.2,15.7,20.7,9.1,14.5,0.00,9.7
2011-06-05,NaN,21.1,9.5,15.3,20.4,8.2,14.5,0.00,9.0
2011-06-06,NaN,23.6,11.8,16.5,23.3,10.9,16.1,0.00,7.9
2011-06-07,NaN,21.5,12.9,16.8,22.8,11.1,16.7,0.00,8.7
2011-06-08,NaN,18.3,11.4,14.7,15.5,7.4,11.9,0.00,13.7
2011-06-09,NaN,13.3,7.1,11.0,9.4,3.5,7.0,0.00,14.8
2011-06-10,NaN,18.4,8.6,12.9,16.1,6.3,10.8,0.00,11.5
2011-06-11,NaN,18.2,12.2,14.2,17.2,11.3,13.3,9.10,10.8
2011-06-12,NaN,15.4,11.2,13.2,15.4,10.1,12.3,2.20,12.9
2011-06-13,NaN,18.6,10.6,14.5,18.0,8.6,13.4,0.00,16.7
2011-06-14,NaN,18.8,9.4,13.6,16.0,7.9,11.8,0.00,17.3
2011-06-15,NaN,18.2,8.3,13.1,17.7,6.3,12.0,0.00,9.4
2011-06-16,NaN,20.1,10.6,14.7,18.0,8.6,12.9,0.00,16.6
2011-06-17,NaN,19.9,10.1,14.3,16.9,6.0,10.9,0.00,21.1
2011-06-18,NaN,18.8,7.0,12.7,15.4,4.7,9.6,0.00,17.7
2011-06-19,NaN,18.2,6.2,11.9,16.8,4.0,10.2,0.00,9.4
2011-06-20,NaN,18.4,7.3,12.5,16.8,5.0,10.7,0.00,8.8
2011-06-21,NaN,20.9,10.1,14.6,18.8,7.0,12.2,0.00,15.5
2011-06-22,NaN,17.3,6.2,11.4,12.9,3.4,7.9,0.00,18.1
2011-06-23,NaN,17.9,6.8,11.9,15.6,4.8,10.1,0.00,7.9
2011-06-24,NaN,19.6,12.1,15.2,18.6,11.1,14.3,0.30,10.3
2011-06-25,NaN,19.5,11.4,15.3,17.8,10.2,14.3,0.20,16.4
2011-06-26,NaN,19.8,12.7,16.4,19.0,11.5,15.8,0.00,10.3
2011-06-27,NaN,21.2,12.2,16.2,20.3,10.5,15.3,0.00,13.0
2011-06-28,NaN,19.5,13.9,16.0,17.1,12.3,14.5,0.50,17.9
2011-06-29,NaN,18.2,13.7,15.9,16.6,11.8,14.0,0.60,17.9
2011-06-30,NaN,18.6,11.9,14.9,15.7,10.2,12.8,0.00,21.6
2011-07-01,NaN,17.8,11.4,14.5,15.8,10.0,13.1,0.60,16.2
2011-07-02,NaN,19.1,10.7,14.7,17.4,9.3,13.6,0.00,13.5
2011-07-03,NaN,19.5,10.4,15.2,19.3,9.7,15.0,0.00,7.7
2011-07-04,NaN,22.0,13.2,16.7,20.6,10.9,15.3,0.00,15.2
2011-07-05,NaN,20.8,10.2,15.1,16.9,6.8,11.1,0.00,21.0
2011-07-06,NaN,19.8,9.3,13.8,15.6,6.0,10.3,0.00,15.1
2011-07-07,NaN,19.6,7.2,13.6,15.2,5.1,10.3,0.00,19.4
2011-07-08,NaN,18.2,6.7,12.3,15.9,2.3,9.1,0.00,16.9
2011-07-09,NaN,18.4,5.8,11.5,14.2,2.0,7.3,0.00,17.4
2011-07-10,NaN,18.2,7.8,12.0,14.1,3.7,8.0,0.00,17.7
2011-07-11,NaN,19.0,4.9,11.7,16.5,2.2,9.2,0.00,15.3
2011-07-12,NaN,19.5,5.2,12.4,17.5,2.5,10.4,0.00,9.4
2011-07-13,NaN,21.7,5.7,13.4,18.7,2.8,11.0,0.00,9.5
2011-07-14,NaN,21.3,12.4,15.9,19.3,10.0,13.8,0.00,16.0
2011-07-15,NaN,17.6,12.2,14.3,14.5,10.9,12.6,11.90,20.4
2011-07-16,NaN,14.0,11.0,12.4,13.5,9.7,11.4,6.60,14.8
2011-07-17,NaN,18.1,8.3,13.4,18.2,7.1,13.0,0.50,9.0
2011-07-18,NaN,21.6,10.3,15.4,20.0,7.8,13.6,0.00,13.5
2011-07-19,NaN,17.9,8.7,12.6,14.0,4.7,8.6,0.00,20.3
2011-07-20,NaN,18.6,10.7,14.4,14.9,8.1,11.1,0.00,22.0
2011-07-21,NaN,21.5,10.8,15.6,19.1,8.2,12.6,0.00,20.0
2011-07-22,NaN,21.3,10.6,15.5,18.7,8.0,13.3,0.00,15.6
2011-07-23,NaN,19.7,8.0,13.7,17.0,5.8,11.3,0.00,13.6
2011-07-24,NaN,19.4,6.9,13.3,18.5,4.8,12.0,0.00,9.5
2011-07-25,NaN,20.4,6.6,13.2,17.9,4.4,11.2,0.00,7.9
2011-07-26,NaN,22.2,7.6,14.7,20.1,5.7,13.1,0.00,8.0
2011-07-27,NaN,20.9,8.1,14.2,19.3,5.7,12.3,0.00,12.6
2011-07-28,NaN,19.5,10.3,14.3,17.4,8.4,12.5,0.00,12.6
2011-07-29,NaN,19.7,11.4,15.3,17.5,10.1,13.9,0.00,14.1
2011-07-30,NaN,19.3,11.0,14.9,17.0,9.5,13.3,0.00,14.3
2011-07-31,NaN,19.7,8.5,14.1,18.3,7.1,12.9,0.00,9.4
2011-08-01,NaN,21.2,8.8,14.6,20.3,7.6,13.6,0.00,11.6
2011-08-02,NaN,21.2,9.1,14.7,20.6,7.9,13.9,0.00,10.3
2011-08-03,NaN,20.8,10.1,15.1,19.8,8.9,14.1,0.00,12.3
2011-08-04,NaN,20.3,13.3,16.1,18.0,12.5,14.9,0.00,13.8
2011-08-05,NaN,20.4,12.0,16.3,18.3,11.8,15.5,0.00,13.2
2011-08-06,NaN,21.3,10.9,16.1,19.3,10.3,15.4,0.00,10.4
2011-08-07,NaN,22.5,13.0,17.2,21.2,11.9,16.4,0.00,12.7
2011-08-08,NaN,22.9,8.0,15.3,20.8,5.4,12.3,0.00,17.7
2011-08-09,NaN,20.6,7.2,13.8,15.7,4.5,10.6,0.00,20.4
2011-08-10,NaN,20.9,8.0,14.7,17.2,5.8,12.4,0.00,15.0
2011-08-11,NaN,19.8,8.9,13.6,18.3,6.4,11.8,0.50,11.3
2011-08-12,NaN,20.9,9.3,14.6,18.7,7.4,12.8,0.00,10.3
2011-08-13,NaN,20.1,9.7,15.0,18.6,8.3,13.8,0.00,12.2
2011-08-14,NaN,20.0,9.4,14.8,18.9,8.1,13.9,0.10,8.0
2011-08-15,NaN,20.3,9.8,14.9,19.6,8.8,14.2,0.00,10.7
2011-08-16,NaN,20.7,10.8,15.4,20.0,10.0,14.9,0.00,11.6
2011-08-17,NaN,19.4,13.8,16.1,18.3,12.9,15.1,1.60,12.6
2011-08-18,NaN,19.9,8.4,13.5,15.9,5.9,10.7,1.10,18.2
2011-08-19,NaN,19.6,8.4,13.9,16.3,6.3,11.3,0.00,16.8
2011-08-20,NaN,20.4,12.1,15.6,18.0,10.2,13.3,0.00,19.7
2011-08-21,NaN,18.5,13.0,15.1,15.1,11.2,12.8,1.40,25.4
2011-08-22,NaN,18.5,13.9,15.6,15.5,11.9,13.2,4.30,29.7
2011-08-23,NaN,18.5,14.0,15.9,17.7,12.6,14.7,4.20,20.6
2011-08-24,NaN,20.3,13.3,16.5,18.2,11.7,14.8,0.50,24.3
2011-08-25,NaN,20.6,12.6,16.7,19.3,12.8,16.6,0.00,17.3
2011-08-26,NaN,21.1,16.5,18.1,21.0,16.9,18.4,9.70,13.0
2011-08-27,NaN,18.6,15.1,17.0,20.9,15.5,18.2,17.20,10.7
2011-08-28,NaN,23.4,13.0,17.6,23.7,13.3,18.1,0.00,13.9
2011-08-29,NaN,23.9,13.6,18.2,25.0,13.8,18.8,0.30,12.5
2011-08-30,NaN,21.4,12.7,16.6,21.9,12.7,16.9,9.50,9.8
2011-08-31,NaN,21.1,12.7,16.3,22.0,12.5,16.4,0.20,11.9
2011-09-01,NaN,21.9,13.2,16.9,23.3,12.8,17.0,0.00,12.0
2011-09-02,NaN,20.5,11.7,16.1,20.4,9.7,14.8,0.30,15.7
2011-09-03,NaN,20.2,13.4,16.2,18.3,12.0,14.7,0.00,18.2
2011-09-04,NaN,20.4,13.2,16.5,18.6,12.7,15.5,0.10,13.4
2011-09-05,NaN,20.2,12.2,16.0,18.4,11.0,14.8,0.10,15.7
2011-09-06,NaN,20.3,10.9,16.2,19.6,10.4,16.2,0.80,11.7
2011-09-07,NaN,23.0,13.1,17.7,22.9,13.5,18.3,0.00,11.5
2011-09-08,NaN,23.8,13.2,18.0,25.3,12.3,17.9,0.30,15.7
2011-09-09,NaN,20.5,10.3,14.1,20.2,5.4,11.0,9.90,26.9
2011-09-10,NaN,17.7,9.0,13.4,13.0,5.5,9.1,0.00,27.1
2011-09-11,NaN,22.0,9.4,15.3,19.8,6.8,12.5,0.00,16.6
2011-09-12,NaN,19.9,11.0,14.8,19.9,9.6,13.3,0.00,12.0
2011-09-13,NaN,19.3,9.1,14.7,18.0,7.7,13.4,0.40,13.2
2011-09-14,NaN,24.7,9.0,16.8,24.4,7.2,15.7,0.00,11.9
2011-09-15,NaN,25.4,9.8,17.4,25.6,8.0,16.1,0.00,12.8
2011-09-16,NaN,27.5,11.2,19.2,27.3,9.5,18.0,0.00,11.7
2011-09-17,NaN,30.3,12.7,20.9,31.1,11.3,20.1,0.00,12.0
2011-09-18,NaN,31.0,13.0,21.7,30.9,11.9,20.7,0.00,11.5
2011-09-19,NaN,30.2,12.4,20.4,30.3,11.8,20.1,0.00,15.8
2011-09-20,NaN,27.6,15.4,20.9,26.6,15.3,20.3,0.00,17.5
2011-09-21,NaN,24.3,14.1,18.7,24.3,13.7,18.1,0.00,18.0
2011-09-22,NaN,23.1,12.5,18.0,23.0,12.5,17.9,0.00,14.2
2011-09-23,NaN,25.3,14.9,19.2,26.6,15.7,19.9,0.00,13.5
2011-09-24,NaN,25.8,15.8,19.9,27.8,16.0,20.1,0.00,14.8
2011-09-25,NaN,27.6,13.6,20.0,28.9,11.5,19.0,0.00,15.5
2011-09-26,NaN,23.2,12.9,17.7,21.6,11.7,16.0,0.00,16.0
2011-09-27,NaN,21.9,13.4,17.4,20.3,13.0,16.4,0.00,16.2
2011-09-28,NaN,23.2,15.9,18.8,23.1,15.1,18.0,0.00,13.5
2011-09-29,NaN,19.8,12.6,16.8,19.2,10.5,15.6,5.70,16.2
2011-09-30,NaN,25.1,12.9,18.7,22.8,12.8,17.8,0.20,17.5
2011-10-01,NaN,25.7,11.3,17.0,23.3,7.8,13.1,0.00,31.4
2011-10-02,NaN,21.2,12.1,16.5,17.6,9.6,13.3,0.00,24.7
2011-10-03,NaN,21.2,10.8,15.7,20.0,9.2,14.2,1.30,18.1
2011-10-04,NaN,23.8,11.8,17.4,23.8,10.8,16.4,0.00,15.2
